_id,artistID,song,lyric,artistName
667,148,ආදර නිල් දෑසේ - adara nil dase,"ආදර නිල් දෑසේ
ආදර නිල් දෑසේ
මැණික් රුවක් ඇඳී දිලෙයි
ආදර නිල් දෑසේ

ආදර මල පිපී වැනෙයි
ඇගෙ පෙම් හද පොකුණේ
මගේ ළමැද පළඳන්නයි
ඒ රන්මල පිපුණේ

ආදර නිල් දෑසේ... //

විමානයේ කවුළු දොරින්
නෙත් හී සර විදලා
කුමාරියක් කතා කරයි
කාටද අත වනලා

ආදර නිල් දෑසේ... //

සිනහ දෙතොල් යහනාවේ
වැතිරෙමි රස උරලා
හද ලෙන් දොර වසනු මැනවි
මා එහි සිරකරලා

ආදර නිල් දෑසේ......
",නාරද දිසාසේකර
668,148,ආරාධනා සුරතේ තියා - aradana surathe thiya,"ආරාධනා සුරතේ තියා
මා නොකියාම පිටවී ගියා
හෙට දිනයේදි මා  මනමාලිය වෙලා
යනවා හිතේ දුක දරා.....

තරහා වෙලා කල චෝදනා
රිදුනත් සිතින් ඉවසුවා
වරුවක් පුරා හැඩුවත් මෙමා
ආයෙත් ඉතින් ඉවසුවා 
යලි සිහි  වුනා දෑසම තෙමා 
එනවාද යලි මා සොයා...

ආරාධනා ....

වෙන්වී ගියා හඩවා ඔයා
අපෙ සිහින අදුරේ තියා
මතකයි අදත් නුබ හිනැහුනා
මගෙ ලොවම නුබමයි සදා
දෛවය අපේ හිත් වෙන් කලා
මට දෙන්න සොඳුරේ සමා....

ආරාධනා ...
 
",නතාෂා පෙරේරා
669,16,සමාවෙන්න ඔබ මට දස දහස් වාරයක් - samawenna oba mata,"සමාවෙන්න ඔබ මට දස දහස් වාරයක්
අනාගතය ගැන මැවුවට සිහින රාශියක් 
දරාගන්න බැරී තරමයි කදුලු මට වුනත්
අපෙ ඉරනම ලියලා තිබුනේ අමාවක රැයක්

හිටියත් කාලයක් ඔබට හදින් ලංවෙලා
ඔබේ පරම් පරාවෙ මහ කුල සිරිත් මැදි වෙලා
අපි දෙපැත්තකට කෙරුවත් මං ආදරෙයි සදා
නැහැ නිල් මැනිකට පලුදු උනේ අනේ ම්ං නිශා

අවසර දේන්නට බැමට ඔබෙන් වෙන් වෙලා
තනිකඩව යින්න රැසද දෙස හොරෙන් බල බලා
අමතක වෙයි කලකදි ඔයාට රත්තරන් මෙමා
අමතක වෙන්නැ මටනම් ඔබ ගෙවෙන රැ දිවා
",අජිත් මුතුකුමාරණ
670,148,සමුගන්න මොහොතකට පෙර - samuganna mohothakata,"සමු ගන්න මොහොතකට 
පෙර එක වතාවක් 
හිනහෙන්න පෙරදා වගේ...
මුමුනන්න වදනක් 
පෙර සේම ලන් වී
මිය අදෙන මතකය වගේ .......//

තුරු සෙවනෙ මල් අතර වැලපෙන 
කතාවක් .
මද සුළගෙ පාවී ගියේ .....
සුසුමකට ලන් වෙන්න කන්දුලට 
රිදුම් දෙන්න ....
ඇයි ආදරෙන් හමු උනේ ...
 
සමුගන්න මොහොතකට ...... . ...

අවසන්ව යන මතක හද වෙදනවෙන්ම.සතපන්න ලය 
මත මගේ ....දිවි මන් තලවේ 
මා පරදවාලන්න.
ඔබ් කිමද මටලල්ල්ප්ප්
",බන්දුල විජේවීර
671,78,සෙනෙහසේ මුට්ටියෙන් තම්බලා ආදරේ - senehase muttiyen,"සෙනෙහසේ මුට්ටියෙන් තම්බලා ආදරේ 
නිරතුරු ඔබට පොවන්නම්....
හදේ වේදනා දල්වලා ගින්දරින්
මුට්ටිය රත්කරලන්නම්...
හදේ හාවිගෙන් පැටියෙක් ගෙනවිත් දීලා
තනිකම ඔබෙ දුරලන්නම්....
ලදේ ඔය මුවින් ආදරේ කීවොතින්
සිල්පද පහම රකින්නම්

පිදුරුතලාගල කන්දට වැඩිය මගෙහිතේ 
ඔබට තියෙන ලෙන්ගතුකම වැඩී නංගියේ 

වක්කඩ බැද කක්කුටු බෙන නන්ගුව විලසේ
එපා පුදන්නට ආදරේ සැගවිලා යතේ.... //
නන්දනීය පෙම පුදකර පුන් සද එලියේ
වන්දනාවේ යමුදෙන්නා ජෝඩුව විලසේ....

චුල්ලපදුම උරේ පලා ලේ දුන්නාසේ
හද ගලවා තැටියකදා  දෙන්නද ඕනේ.....//
රාවණා නසා රාමා පෙම ජය ලැබුවසේ
අපි දෙන්නා ඉතින් ලබමු පෙම් අභිශේකේ....

සෙනෙහසේ මුට්ටියෙන් ....
",ලක්ෂ්මන් හිල්මී
672,148,හිත මුලා කරලා ඔබ ගියදා - hitha mula karala,"හිත මුලා කරලා ඔබ ගියදා 
මගෙ ආදරේ අරං 
තනිකමක් දැනුනා හිත රිදුණා 
ඔබ ගැන මතක් වෙලා 
මගෙ සෙවණින් යන්නම ගියත් 
අහිතක් නෑ පැතුවේ තවත් 
මා ලෝකේ තනිවී ගියත් 
ඔබ සැමදා ඉන්නකො හොදින් 

බලන බලන තැන පෙනෙන පෙනෙන තැන 
ඔබෙ රුවමයි පෙනෙන්නේ 
ඔබගෙ සතුට හැර මාගෙ සතුට ගැන 
මං කිසිදා නෑ හිතන්නේ...//
මගෙ සෙවණින් යන්නම ගියත්...

සිතන පතන හැමදේම දවසකදි 
අප හැරදාල යන්නේ 
සසර ගෙවෙනතුරු තනිව ඉන්න බව 
ඔබ පමණයි තව දන්නේ 
මගෙ සෙවණින් යන්නම ගියත්...

හිත මුලා කරලා....
 
",විරාජ් පෙරේරා
673,111,මාගේ සුකොමල සඳ කොමලී - mage sukomala sada,"මාගේ සුකොමල සඳ කොමලී
තනියට සිත ලග රැදි කොමලී
පිය වදනී පිය වඩනී
මාගේ සිත ලග තරු රැජිනී
නෙතු මල් ලස්සන කොද කැකුලී
පිය වදනී තරු රැජිනී

තාරුකා පිය ගට සදා නැග ප් ‍රේමේ කඩු රැල්ලේ
නුඹ දිහා එම් සැතපිලා ඉම් නුඹගේ හසරැල්ලේ
හැන්ගිලා හිද ලං වෙයන් මට පටලා දැවටිල්ලේ
කින්නරි නුඹ ලං වෙලා ආදරේ කියනා තුරා
සිත නෑ ඉවසිල්ලේ

මාලිගාවක සුව දෙනා සිත නුඹමයි ගෙන ආවේ
ප් ‍රෙහෙළිකාවක විසදුමක් ලෙස ලං වෙලා සිටියේ
ශාලිකාවක දහසක් නෙත් ලග තනියක් දැණුනු වෙලේ
ගීතිකාවක සුවය දී සිහිනයේ රස පහස දී
තුන් පැය ලග සිටියේ

සාගරේ රැළි ආදරේ ගැන කරනා අැවටිල්ලේ
පීදෙනා සිත ගායනා කළ ප් ‍රේමයෙ නැවතිල්ලේ
 
",රොමෙිිෂ් සුගතපාල
674,148,හන්ගන්න මොනවත්ම දැන් ඉතුරු නෑ - hanganna monawathma dan,"හන්ගන්න මොනවත්ම දැන් ඉතුරු නෑ 
ඇස් දැක්ක දේ මටම අදහන්න බෑ
බොරුකල හුරු ඔබට මන් අගය නෑ 
වැට පැන්න ආදර ගෙට ගන්න බෑ

මලදාක තනිකමට දවසක් හරී
ඇවිදින්ල තනිරැක්කොතින් මට ඇතී //

දිනුවාට වඩා හරිම සතුටුයි මටත් 
පැරදුනට ඔබ ගාව දුක නෑ ටිකක්
එක තැනක දෙතනක නොවේ සිය තැනක්
මට වැරදුනා අඩු නැතිව එක දිනක්

මලදාක තනිකමට දවසක් හරී
ඇවිදින්ල තනිරැක්කොතින් මට ඇතී //

හැමතිස්සෙම කියවනවා කෙටි පනිවිඩ
මට ඉතුරු අන්තිමට  එය විතරද
ජයවේවා පෙම්වතියෙ සමුගෙන ගිය
මුල් පෙම්වතා දැන් ඉතින් මොකටද 

මලදාක තනිකමට දවසක් හරී
ඇවිදින්ල තනිරැක්කොතින් මට ඇතී //
",මයිත්‍රික සන්ජීව
675,148,සැළලිහිණි කොවුල් හඬ රැව් දෙන්නා - salalihini kowul,"සැළලිහිණි කොවුල් හඬ රැව් දෙන්නා
මහ උයනක සිරි ඉතිරේ
මුව රැල අතරේ වග වලසුන්නේ
රඟ මඩලකි මේ උයනේ.

(නිල කොබෝ රෑන ගිරා 
පිල් විදහා රඟනා මොනරා)
(කට අැද කිරලා සහ වලි කුකුළා
හොට දිග පිළිහුඩුවා)......//
අප දැකලා බිය වැදිලා තරඟෙට හඬ නැගුවා.

සැළලිහිණි කොවුල්.......

(කොළ දිවියා රළු කොටියා
කපටි රජා නම් ලද හිවලා)......//
(විසකුරු පොළඟා මිනි කන කිඹුලා
පොතුහැර කබරෙගොයා)......//
රට පිඹුරා ළඟම නයා දරණ ගසා සිටියා
",ආනන්ද සනත් විමලවිර
676,148,මාතර මූදූ වෙරලෙ හමනා සුළඟක් - mathara mudu werale,"මාතර මූදූ වෙරලෙ හමනා සුළඟක්
ආදර සුවඳ දැනෙයි මට හැමදාමත්
ඈතට ගිය නුබ ගැන කොපමණ හැඬුවත්
මා ඔබ මුණ නොගැසෙයි මතු කවදාවත්...//

අනාගතෙ ගැන දහසක් ප් ‍රාර්තනා පුරපූ
මා ඔබෙමයි හැමදාමත් දිවුරා මට කියපු
අද නෑ ඔබ මේ අසුනෙ මා ගාවම හිඳපු
මගෙ පාළුව තව හිතකට සතුටක් ඔබ පුදපු...

මාතර මූදූ වෙරලෙ හමනා සුළඟක්...
ආදර සුවඳ දැනෙයි මට හැමදාමත්
ඈතට ගිය නුබ ගැන කොපමණ හැඬුවත්
මා ඔබ මුණ නොගැසෙයි මතු කවදාවත්...//

ගෙවි ගියපු කාලෙ හැම මොහොතක් හිත දවපූ
අද තාමත් මා ළඟ මයි සෙනෙහස ඔබ දීපූ
අපි තරමට පෙම් කරනා කිසිවෙක් නෑ කියපූ
ඔබ නාවට ඇවිදින් හැම ඒ පෙරදා හිඳපූ...

මාතර මූදූ වෙරලෙ හමනා සුළඟක්...
ආදර සුවඳ දැනෙයි මට හැමදාමත්
ඈතට ගිය නුබ ගැන කොපමණ හැඬුවත්
මා ඔබ මුණ නොගැසෙයි මතු කවදාවත්...//
 
",ශලින්ද ප්‍රනාන්දු
677,148,බොරුවක්ද ඔබ කීව ඒ ආදරේ - boruwakda oba keewa,"බොරුවක්ද ඔබ කීව ඒ ආදරේ
හිතුනෙම නැතිවාද දුක මා කෙරේ
එක මඟක දුරයන්න පැතු ජිවිතේ
මා අතරමං කරලා කොහෙදො ගියෙ...
කවදාක හෝ නවතින්නෙ මේ
හදගැස්න ඔය දෑස අභියසක මයි
ඒ වචන දැන් අයිති ඉස්සරට මයි...

සිහිවෙන්න ඔය මතක මට තව තවත්
මේ පපුතුරේ හේතු කොතරම් ඇතත්
හැරයන්න නොති බිච්ච කිසි හේතුවක්
මා මතක නැති වෙච්ච හැටි පුදුමයක්...
කවදාක හෝ නවතින්නෙ මේ
හදගැස්ම ඔය දෑස අභියසක මයි
ඒ වචන දැන් අයිති ඉස්සරට මයි...

රැකගන්න මට තිබුනෙ නෑ වෙන දෙයක්
ඔබ අයිති කල සෙනෙහෙ සැනසුම මිසක්
දැන් නේද මට අහිමි භව තෙරුණත්
නෑ වෛරයක් කිසිම තුන් හිතකවත්...
කවදාක හෝ නවතින්නෙ මේ
හදගැස්න ඔය දෑස අභියසක මයි
ඒ වචන දැන් අයිති ඉස්සරට මයි...

බොරුවක්ද ඔබ කීව ඒ ආදරේ
හිතුනෙම නැතිවාද දුක මා කෙරේ
එක මඟක දුරයන්න පැතු ජිවිතේ
මා අතරමං කරලා කොහෙදො ගියෙ...
කවදාක හෝ නවතින්නෙ මේ
හදගැස්න ඔය දෑස අභියසක මයි
ඒ වචන දැන් අයිති ඉස්සරට මයි...
",රසික ලියනාරච්චි
678,43,සුදු ගවුමේ රැලි හද හද - sudu gawume rali hada hada,"සුදු ගවුමේ රැලි හද හද
කොන්ඩ කරල් දෙක බැඳගෙන
පාසැල් යන්නට සැරසෙන පුංචි නංගියේ.....
නුඹට තියෙන ලස්සන ඇති පුංචි නංගියේ.....//

හවස ඇවිත් වටපිට නුඹ බැලුවාට...
නුඹේ තියෙන අමුතු වෙනස නම්.....//
හිතේ තියන් සඟව ගන්නෙපා......
හිතට හොරෙන් හිතටත් බොරු කරන්නට එපා......// 

සුදු ගවුමේ රැලි හද හද......

සුදු පරවියො රෑනට නුඹ වැටුනාම.....
අපේ ගෙදර තියෙන සතුටනම්....//
අපිට හොරෙන් අරන් යන්නෙපා.....
මිනිසුන් හිනැහෙන විදිහට වැඩ කරන්නෙපා.....//

සුදු ගවුමේ රැලි හද හද....
",දමිත් අසංක
679,115,රන් රස වාගේ ගැලපෙන්නේ - ran rasa wage galapenne,"රන් රස වාගේ ගැලපෙන්නේ
මා පිය සොදුරී පන වැන්නේ //
මා හද විමනේ දැල්වෙන පහනේ
සැමදා වේවා ඔබ ආලෝකේ
රන් රස වාගේ ගැලපෙන්නේ
මා පිය සොදුරී පන වැන්නේ

මා වෙහෙසීලා ගෙට ඵන විගසේ
ආදර බස් පවසන්නේ
මට සලකන්නේ රඡෙකුට විලසේ
මගෙ දුක සැප විමසන්නේ
මා පන විලසේ ඔබ රැක ගන්නේ
නෑ කිසිදා දුක දෙන්නේ

රන් රස වාඝේ...........

මල්සර දේනී පිදුවද සෙනෙහේ
මා නැත ඵය පිලිගන්නේ
මා පිය සොදුරී දෙන මදහාසේ
ඵ් ලද නෑ මට දෙන්නේ
මේ ලෙස සසරේ ඔබමය සොදුරේ
මගෙ සහකාරිය වන්නේ

රන් රස වාගේ ...............//
", සමන් ද සිල්වා
680,42,ඈත එපිට හිම කන්දෙන් - aatha epita hima kanden,"ඈත එපිට හිම කන්දෙන්
කලු වලාව සමගින් ආ
ආදරයෙ පිනි කැට පොදි
සිරි සිරි ගා සැලුනා
පිනි කැට දිලුනා//

නැගුනු සීත වා රැලි
නිවුනු මිහිරි ගොපලු ගී//
ලිහිනි හඩින් මන්දාරම
ලිහිනි හඩින් මන්දාරම
සිරි සිරි ගා සැලුනා
පිනි කැට දිලුනා

ඈත එපිට හිමකන්දෙන්

ලයට තුරුලු පාලුවෙන්
මීදුමෙන් වෙලා ගොසින්
හදෙහි ඇදි පින්තාරුව
හදෙහි ඇදි පින්තරුව
බොද වෙලා ගොසින්
බොද වෙලා ගොසින්

ඈත එපිට හිම කන්දෙන්
",ක්ලැරන්ස් විජේවර්ධන
681,148,සන්තාන සුසුම් දවටා - santhana susum dutuwa,"සන්තාන සුසුම් දවටා
හන්තාන සුළඟ හැමුවා
මං ගාව රැළිති නගවා
ගංගාව ඔහේ ගැලුවා
ගංගාව ඔහේ ගැලුවා

මල් වීදී අතර සඟවා
ගිය හාදු ඇතිද බැලුවා
වැල් පාලම ගත සොලවා
අපි බයද කියා බැලුවා

සන්තාන සුසුම් දවටා
හන්තාන සුළඟ හැමුවා
මං ගාව රැළිති නගවා
ගංගාව ඔහේ ගැලුවා
ගංගාව ඔහේ ගැලුවා

වැදි රජුට කඩුව පවරා
වල ළඟදි මනමේ හැඬුවා
ඒ මතක සියලු සඟවා
මහවැලිය ඔහේ ගැලුවා

සන්තාන සුසුම් දවටා
හන්තාන සුළඟ හැමුවා
මං ගාව රැළිති නගවා
ගංගාව ඔහේ ගැලුවා
ගංගාව ඔහේ ගැලුවා
ගංගාව ඔහේ ගැලුවා
",සුනීර සුමංග
682,48,නංගියේ මොකද ගොම්මනේ මිදුල මැද - nangiye mokada ,"නංගියේ......
නංගියේ මොකද ගොම්මනේ මිදුල මැද
සිනා වෙ⁣වී තනියෙන්..
වැඩ ඇරී ගෙදර ආ වෙලේ ඉදන් උඹ
කියන්න බැරි සතුටින්..

මල් කුමාරයෙක් ඉස්සර මා ගාවට ආවයි
නුඹ වගේ මමත් හිනා වෙවී සතුටින් හිටියයි
දූ සිඟිත්තියක් හෙමින් සැරේ දෝතට වැඩියයි
මල් සිනා නැඟූ ඇස් දෙක උණු කදුලින් පිරුණයි

නංගියේ........

මඟ තොටේ ඉදන් මිනිස් වෙසින් විත් වග වලසුන්
ළං වෙලා කතා කරයි කියා නැති නෑදෑකම්
මඟ හොදට තිබේ නම් දෑසත් හොදට පෙනේ නම්
නුඹ පරිස්සමෙන් පය තියපන් බැදි වල නොගිහින්

නංගියේ.........
 
",දීපිකා පියදර්ශනී පීරිස්
683,148,තනිවෙන්නෙපා මෙසේ සදා කල් ඔයා - thaniwennepa mese sada,"තනිවෙන්නෙපා මෙසේ සදා කල් ඔයා
වනැතේ කලේ වැරැද්දක් මෙමා
සිහිසන් වෙලා හදේ බොහෝ තැන් මෙදා

මා ගැන හිතුනොත් අනුකම්පා
නැවතත් එනු මැන හනික සොයා//

දෙවියන්ටත් භාර හාර වුනා 
ඉටුවේවා කියලාම ප් ‍රාර්ථනා//
මා ගැන හිතුනොත් අනුකම්පා
නැවතත් එනු මැන හනික සොයා//

ඔබ හැරුනොත් කව්රුවත්ම එපා
ලඟ රැඳිලා සිපගන්න දෑත් විදා//
මා ගැන හිතුනොත් අනුකම්පා
නැවතත් එනු මැන හනික සොයා//

තනිවෙන්නෙපා මෙසේ සදා කල් ඔයා
වෙනතක් බලා ගියත් අරැංගල් සොයා
මෙතුවක් නැතේ කලේ වැරැද්දක් මෙමා
සිහිසන් වෙලා හදේ බොහෝ තැන් මෙදා

මා ගැන හිතුනොත් අනුකම්පා 
නැවතත් එනු මැන හනික සොයාෙනතක් බලා ගියත් අරැංගල් සොයා
මෙතුවක් 
",සදුන් පෙරේරා
684,148,දඟකාරී මං මද්දුම දෝණී - dagakari man madduma doni,"දඟකාරී මං මද්දුම දෝණී
ඔබට අකීකරු නෑ අම්මේ
බක් මී මල වට බමරු නටනවා
වරද මලේ සුවද ද අම්මේ

යන එන අතරේ පාර දෙපැත්තේ
දොරින් දොරට අැස් මුමුණනවා
දිවෙන් දිවට රස කතා ගොතද්දී
කට වට කොට වැට බඳින්නදෝ අම්මේ

දහසක් වැට කොටු තහංචි බැන්දේ
මගේ සිත රැහැනින් බඳින්නදෝ
මට ම මගේ සිත කීකරු නැතිදා
මුර සෙබළුන් මා රකින්නදෝ
",I සේනාරත්න
685,51,ඔමරි ලතා පාන කොමල දාන කුමාරි - omari latha paana,"ඔමරි ලතා පාන කොමල දාන කුමාරි
ඔබ මහ පාරේ දාන මුකුලු මාන විකාවි 
දුම්බර සිට පයින් ආපු පිස්සු විකාරි
ඔබ මගේ ළගින් හිටපන් මගෙ සුපෙම්බරාවි

ඔය සීත ඈත පේන මානෙ හැගුම්බරාවි
ඔය පාන මුකුලු දුටු මගෙ ඇස් එලියට ඒවි

කොන්දොස්තර එක්ක නටපු මගෙ හැඩකාරි
මෙ දත් දොස්තර උපාදියට අද මගෙ බාලි//

ඤාඤ තොටී
අර ඤාඤ තොටී 
ආ ඤාඤ තොටී දියබරියට වෙලපු කුමාරි 

වෙරලු ගහේ
අර වෙරලු ගහේ
ආ වෙරලු ගහේ වෙරලු ගෙඩිය හතට බෙදන් කාපු කුමාරි 

ටිකිරි ලියා කලෙත් අරන් ලිඳට ගියාලු
ඔය මගෙ මැණික ටිකිරි එක්ක කොමල කරාලු
කබරගොයා දැකපු ටිකිරි ඇද වැටුනාලු
අර මගෙ මැණික දුටු කබරයා පැනල ගියාලු
 
",දුෂ්යන්ත් වීරමන්
686,43,සිතේ පෙම් පුරා මෙතරම් - sithe pem pura,"සිතේ පෙම් පුරා මෙතරම්
මොටද මහ මෙරාක් බරනම්
මමත් මග බලා ඉන්නම්.. එන තුරා මෙහේ
පෑල දොරින් හෝ එයිනම්
බාර ගනිමි රාන්කද දැන්
මංද බං නූඹේ ගොරහැඩි ආලවන්තකම්
කොයි තරම් අනේ සොදුරුද
ප් ‍රේමවන්තනම්...

පැලේ දැල්වෙනා පහනක්
මෙන් සිනාසුනේ
නුබේ රුව තමයි තිබුනේ ලංවෙලා හදේ
දුරින් හිද බලා ඉන්නම්
දුරින් පෙනෙන රු රහසින්
මංද බං නූඹේ ගොරහැඩි ආලවන්තකම්....
කොයි තරම් අනේ සොදුරුද..
ප් ‍රේමවන්තනම්...

ඉදි මං මොනා කීවත්..
දන්නේ නැ වගේ..
කතා බහා ගොළුයි නුඹගේ..
ඉන්නේ බැ වගේ..
බලෙන් හරි ලබා ගන්නම්
සිහින් ඉග වනා තරහින්
මංද බං නූඹේ ගොරහැඩි.. ආලවන්තකම්....
කොයි තරම් අනේ සොදුරුද..
ප් ‍රේමවන්තනම්...

සිතේ පෙම් පුරා මෙතරම්...
මොටද මහ මෙරාක් බරනම්...
මමත් මග බලා ඉන්නම්.. එන තුරා මෙහේ ..
පෑල දොරින් හෝ එයිනම්....
බාර ගනිමි රාන්කද දැන්..
මංද බං නූඹේ ගොරහැඩි ආලවන්තකම්....
කොයි තරම් අනේ සොදුරුද..
ප් ‍රේමවන්තනම්...
",දමිත් අසංක
687,148,හංගන්න මොනවත්ම දැන් ඉතුරු නෑ - hanganna monawathma,"හංගන්න මොනවත්ම දැන් ඉතුරු නෑ
ඇස් දැක්ක දේ මටම අදහන්න බෑ
බොරු කරලා හුරු ඔබට මං අගය නෑ
වැට පැන්න ආදරය ගෙට ගන්න බෑ

මළ දාට තනිකමට දවසක් හරි
ඇවිදිල්ලා තනි රැක්කොතින් මට ඇති.......//

දිනුවාට වඩා හරිම සතුටුයි මටත්
පැරදුනාට ඔබ ගාව දුක නෑ ටිකක්
එක තැනක දෙතැනක නොවේ සිය තැනක්
මට වැරදුනා අඩු නැතිව එක බිදක්

මළ දාට තනිකමට දවසක් හරි 
ඇවිදිල්ලා තනි රැක්කොතින් මට ඇති.........//

හැම තිස්සෙම කියවනවා කෙටි පණිවිඩ
මට ඉතුරු අන්තිමට එය විතරද
ජයවේවා පෙම්වතිය සමුගෙන ගිය
මුල් පෙම්වතා දැන් ඉතින් මොකටද
",මෛත්‍රික සංජිව
688,148,හිත හදාගන්න තනියෙන් - hitha hadaganna thaniyen,"හිත හදාගන්න තනියෙන්
නුඹ දෙන්නෙම නෑ මට නම්
තව ඉන්නෙ ඇයිද  නොගිහින්
ඔය හිත ඔච්චර තනිනම්

මට නුඹේ වෙන්න බැරිනම් 
ඇයි කතා කලේ හොරැහින්
හිත පුරා කලා සෙල්ලම්
නුඹ  සුලග වගේ ඇවිදින්

නපුරුම ඇයි ඔබ ඔතරම්
හිතන්නෙ ඇයි ඔබ ගැන මන්
ඇයි  ලගින් ඉන්නෙ  ඇවිදින් 
මගෙ හිතේ  ඉඩ නැතිනම්

ඔය හුස්ම වැටෙන දුරකින්
මන් ඉන්නද නුඹ එනකම් 
ඔය කියන කතා  බොරුනම්
මගෙ වෙන්නෙම නෑ  නුඹ නම්
නුඹ  සුලග  වගේ  ඇවිදින් 

හිත  හදාගන්න  තනියෙන් .....
 
",රූනි
689,131,මලින් මලට ඉගිළුනාට සමනලයින් නොවේ - malin malata igilunata,"මලින් මලට ඉගිළුනාට සමනලයින් නොවේ
අපි මලින් මලේ පැණි පෙරුවට වන බඹරුන් නොවේ //

හිතේ ගින්න අවුලාගෙන හුරතල් පොඩි එවුන්නේ
කුසේ ගින්න සනහන්නයි අතුරේ පිය මනින්නේ
මලට කලින් අපි තැලිලයි පූදින මල් තලන්නේ
අපේ දුකට හඩන මලේ කඳුලයි පැණි කෙරෙන්නේ

මලින් මලට... //

අහසින් වඩින පින ලැබිලයි උඩ සක්මන් කරන්නේ
පෙළහර පාන්නයි තිස් පැය ගුවනේ සැරිසරන්නේ
නැතිබැරි කමයි උඩු හුලඟේ ලණු දෙපොටින් වැනෙන්නේ
සවුදිය පුරන මහ පොළවට අපි දහඩිය වඩන්නේ

මලින් මලට... ///
",සුනිල් එදිරිසිංහ
690,148,ඔබ මත්තෙ හිත නැහීලා - අවසාන තිත තියලා - oba maththe hitha nahila,"ඔබ මත්තෙ හිත නැහීලා
දුක් වින්ද හැටි හිතීලා
පසුතැවි ඇයි ගියේ හේතු සොයනවා
දුර දැක්කෙ නෑ දැනීලා
වෙන්වී නොයයි කියාලා
අඩුවක් නෑ මා කලේ ආදරේ සදා
අවසාන තිත තියාලා ලිව් ආදරෙ කතා මා
වෙන්වීම මත ඔයා සම්බන්දකම් නවත්වා
මෙතුවක් ජිවත් වුනේ ආදරේ එපා
නුබ නම් ආයෙ මගේ මිහොතකට එපා

දුක හදුනන්නේ නැතී
ආදරෙ දන්නෙ නැතී
ඔබ මැව්වේම හීන මාලිගා තමා
වරදක් වෙච්ච නැතී 
බොරු පැටලෙව්වා ඇතී
පැහැදිලි යන්න මගක් හොයපු බව ඔයා
අවසාන තිත තියලා ලිව් ආදරෙ කතා මා
වෙන්වීම මත ඔයා සම්බන්දකම් නවත්වා
මෙතුවක් ජිවත් වුනේ ආදරේ එපා 
නුඹ නම් ආයෙ මගේ මොහොතකට එපා 

මට වැඩියෙන් හිතැතී 
කුමරෙක් එන්න ඇතී
එසැනින් දාලා ගියේ ආදරේ පවා
මග වරදින්න ඇතී මා සිහිවෙන්න ඇතී
නැවතත් එන්න උනේ මා කෙරේ සොයා
අවසාන තිත තියලා ලිව් ආදරෙ කතා මා
වෙන්වීම මත ඔයා සම්බන්දකම් නවත්වා 
මෙතුවක් ජීවත් උනේ ආදරෙ එපා
නුඹ නම් ආයෙ මගේ මොහොතකට එපා
",අංජන කල්හාර
691,112,අන්දර වැටට රුවේ නුඹ දුටුවා ගම්බද පැලේ - andara wewata ruwe,"අන්දර වැටට රුවේ නුඹ දුටුවා ගම්බද පැලේ 
හීන කලත්තන හිතේ මට දැනුනා සීත වාගේ 
(පිනි බාන කාලෙ නිදිකුම්බා මැදුරේ මං තාම පන් පැදුරේ තනියේ )....//
අන්දර වැටට රුවේ නුඹ දුටුවා ගම්බද පැලේ

(මායම් වලින් නුඹ කෝලම් කරයි සායම් ගියොත් තේව වියදම් සැරයි )....//
ඉනට උඩින් බැදි හවඩිය නුඹට බර වැඩියි 
වහන් වෙලා බලන බැල්ම නෙත් කොනෙන් වැටෙයි 
ඔච්චර ළපටි හිතේ විස්තර හරිම අගේ 
කට්ටි පනින හිත තාමත් නුඹට ලෙන්ගතුයි
  
අන්දර වැටට රුවේ නුඹ දුටුවා ගම්බද පැලේ 
හීන කලත්තන හිතේ මට දැනුනා සීත වාගේ 
(පිනි බාන කාලෙ නිදිකුම්බා මැදුරේ මං තාම පන් පැදුරේ තනියේ )....//
අන්දර වැටට රුවේ නුඹ දුටුවා ගම්බද පැලේ

(මල් වාගේ පෙම් සුවද දෝරේ ගලයි නිම් නාද කොවුලන්ට ඇරයුම් කරයි )....// 
නියර දිගට ඔය දෙපතුල් රෝස පෙති වගේ ගොක් කොළ මල් පැල හදන්න මට හරි ලෝබයි 
පෙම්බර සුවද දැනේ ගින්දර ගහන හිතේ 
කට්ටි පනින හිත නුඹට ලෙන්ගතුයි 

අන්දර වැටට රුවේ නුඹ දුටුවා ගම්බද පැලේ 
හීන කලත්තන හිතේ මට දැනුනා සීත වාගේ 
(පිනි බාන කාලෙ නිදිකුම්බා මැදුරේ මං තාම පන් පැදුරේ තනියේ )....//
අන්දර වැටට රුවේ නුඹ දුටුවා ගම්බද පැලේ
 
",රොෂාන් ප්‍රනාන්දු
